surah_number,verse_number,page,x,y
15,74,266,0.2574,0.172
15,75,266,0.6481,0.234
15,76,266,0.2574,0.231
15,77,266,0.693,0.292
15,78,266,0.0682,0.29
15,79,266,0.3969,0.351
15,80,266,0.6667,0.415
15,81,266,0.9333,0.475
15,82,266,0.2202,0.472
15,83,266,0.6388,0.535
15,84,266,0.0667,0.533
15,85,266,0.3039,0.657
15,86,266,0.7302,0.716
15,87,266,0.8341,0.779
15,88,266,0.2388,0.838
15,89,266,0.5969,0.896
15,90,266,0.076,0.899
15,91,267,0.4388,0.05
15,92,267,0.8202,0.111
15,93,267,0.4636,0.11
15,94,267,0.7147,0.171
15,95,267,0.1984,0.171
15,96,267,0.2217,0.23
15,97,267,0.4481,0.29
15,98,267,0.7085,0.35
15,99,267,0.0837,0.351
16,1,267,0.9349,0.592
16,2,267,0.3333,0.651
16,3,267,0.1922,0.712
16,4,267,0.214,0.772
16,5,267,0.9349,0.894
16,6,267,0.0698,0.893
16,7,268,0.3132,0.114
16,8,268,0.0651,0.174
16,9,268,0.7752,0.293
16,10,268,0.262,0.353
16,11,268,0.0667,0.473
16,12,268,0.9318,0.654
16,13,268,0.2744,0.713
16,14,268,0.0682,0.894
16,15,269,0.6326,0.112
16,16,269,0.9395,0.171
16,17,269,0.1411,0.174
16,18,269,0.0682,0.232
16,19,269,0.3271,0.294
16,20,269,0.2403,0.356
16,21,269,0.355,0.416
16,22,269,0.9364,0.537
16,23,269,0.555,0.598
16,24,269,0.5225,0.657
16,25,269,0.6217,0.779
16,26,269,0.0729,0.9
16,27,270,0.4388,0.173
16,28,270,0.4,0.291
16,29,270,0.2155,0.353
16,30,270,0.938,0.532
16,31,270,0.2589,0.591
16,32,270,0.6977,0.712
16,33,270,0.2481,0.835
16,34,270,0.0682,0.897
16,35,271,0.9364,0.234
16,36,271,0.4682,0.415
16,37,271,0.0698,0.473
16,38,271,0.0698,0.595
16,39,271,0.6651,0.716
16,40,271,0.7008,0.776
16,41,271,0.8047,0.896
16,42,271,0.0775,0.896
16,43,272,0.5178,0.112
16,44,272,0.9318,0.233
16,45,272,0.2496,0.291
16,46,272,0.4574,0.352
16,47,272,0.6062,0.414
16,48,272,0.9287,0.535
16,49,272,0.4326,0.593
16,50,272,0.5612,0.657
16,51,272,0.3085,0.714
16,52,272,0.2667,0.776
16,53,272,0.1256,0.833
16,54,272,0.0682,0.894
16,55,273,0.2,0.057
16,56,273,0.8202,0.176
16,57,273,0.938,0.238
16,58,273,0.938,0.296
16,59,273,0.3209,0.353
16,60,273,0.938,0.477
16,61,273,0.5736,0.595
16,62,273,0.5597,0.714
16,63,273,0.7349,0.836
16,64,273,0.076,0.894
16,65,274,0.6434,0.119
16,66,274,0.0651,0.18
16,67,274,0.3705,0.298
16,68,274,0.1612,0.358
16,69,274,0.7953,0.534
16,70,274,0.1395,0.596
16,71,274,0.6574,0.774
16,72,274,0.0698,0.896
16,73,275,0.4698,0.113
16,74,275,0.4853,0.173
16,75,275,0.5085,0.353
16,76,275,0.2341,0.534
16,77,275,0.1442,0.656
16,78,275,0.9364,0.833
16,79,275,0.0729,0.896
16,80,276,0.9287,0.231
16,81,276,0.4124,0.411
16,82,276,0.7039,0.472
16,83,276,0.4558,0.531
16,84,276,0.9318,0.654
16,85,276,0.7457,0.711
16,86,276,0.1767,0.833
16,87,276,0.0651,0.892
16,88,277,0.3705,0.116
16,89,277,0.476,0.296
16,90,277,0.9364,0.478
16,91,277,0.5333,0.597
16,92,277,0.0713,0.78
16,93,277,0.0698,0.901
16,94,278,0.8155,0.178
16,95,278,0.3426,0.236
16,96,278,0.5566,0.357
16,97,278,0.3318,0.479
16,98,278,0.3659,0.54
16,99,278,0.1566,0.598
16,100,278,0.9302,0.721
16,101,278,0.9318,0.84
16,102,278,0.076,0.9
16,103,279,0.8124,0.178
16,104,279,0.5302,0.237
16,105,279,0.9349,0.359
16,106,279,0.0729,0.479
16,107,279,0.2279,0.599
16,108,279,0.445,0.719
16,109,279,0.4078,0.78
16,110,279,0.076,0.9
16,111,280,0.3271,0.117
16,112,280,0.169,0.294
16,113,280,0.7426,0.414
16,114,280,0.0698,0.474
16,115,280,0.631,0.654
16,116,280,0.2295,0.773
16,117,280,0.6837,0.833
16,118,280,0.0667,0.894
16,119,281,0.0682,0.113
16,120,281,0.9364,0.231
16,121,281,0.9364,0.29
16,122,281,0.9364,0.353
16,123,281,0.6264,0.414
16,124,281,0.5519,0.535
16,125,281,0.0698,0.656
16,126,281,0.5597,0.776
16,127,281,0.9349,0.897
16,128,281,0.0729,0.899
17,1,282,0.5938,0.297
17,2,282,0.0667,0.357
17,3,282,0.0651,0.42
17,4,282,0.4775,0.536
17,5,282,0.5829,0.656
17,6,282,0.0667,0.722
17,7,282,0.0713,0.901
17,8,283,0.8171,0.113
17,9,283,0.0698,0.177
17,10,283,0.0698,0.235
17,11,283,0.0698,0.296
17,12,283,0.2,0.476
17,13,283,0.724,0.594
17,14,283,0.938,0.656
17,15,283,0.8357,0.779
17,16,283,0.3814,0.839
17,17,283,0.0698,0.899
17,18,284,0.2465,0.107
17,19,284,0.645,0.227
17,20,284,0.3643,0.289
17,21,284,0.9318,0.407
17,22,284,0.0651,0.412
17,23,284,0.2062,0.596
17,24,284,0.8295,0.711
17,25,284,0.4295,0.776
17,26,284,0.2512,0.837
17,27,284,0.0682,0.902
17,28,285,0.8248,0.11
17,29,285,0.4217,0.17
17,30,285,0.2186,0.23
17,31,285,0.7256,0.355
17,32,285,0.8295,0.413
17,33,285,0.5194,0.534
17,34,285,0.8295,0.655
17,35,285,0.5566,0.716
17,36,285,0.0713,0.775
17,37,285,0.7426,0.896
17,38,285,0.0698,0.897
17,39,286,0.3674,0.114
17,40,286,0.0667,0.176
17,41,286,0.0682,0.236
17,42,286,0.9333,0.355
17,43,286,0.3039,0.358
17,44,286,0.2558,0.48
17,45,286,0.8171,0.596
17,46,286,0.9333,0.717
17,47,286,0.169,0.781
17,48,286,0.0667,0.842
17,49,286,0.0667,0.901
17,50,287,0.4806,0.047
17,51,287,0.707,0.228
17,52,287,0.5101,0.29
17,53,287,0.7705,0.412
17,54,287,0.2651,0.472
17,55,287,0.6465,0.595
17,56,287,0.2589,0.654
17,57,287,0.0713,0.777
17,58,287,0.0698,0.898
17,59,288,0.7566,0.176
17,60,288,0.0667,0.293
17,61,288,0.4372,0.413
17,62,288,0.6434,0.533
17,63,288,0.4465,0.594
17,64,288,0.8357,0.777
17,65,288,0.6543,0.835
17,66,288,0.0713,0.895
17,67,289,0.3659,0.12
17,68,289,0.7814,0.24
17,69,289,0.6233,0.359
17,70,289,0.4558,0.479
17,71,289,0.4093,0.599
17,72,289,0.276,0.658
17,73,289,0.5566,0.778
17,74,289,0.4605,0.836
17,75,289,0.0713,0.895
17,76,290,0.3085,0.11
17,77,290,0.1178,0.169
17,78,290,0.4729,0.293
17,79,290,0.2062,0.351
17,80,290,0.586,0.474
17,81,290,0.5845,0.534
17,82,290,0.155,0.593
17,83,290,0.9333,0.714
17,84,290,0.8388,0.775
17,85,290,0.4233,0.835
17,86,290,0.0651,0.895
17,87,291,0.1132,0.048
17,88,291,0.1519,0.172
17,89,291,0.7116,0.29
17,90,291,0.7085,0.352
17,91,291,0.4496,0.409
17,92,291,0.0729,0.472
17,93,291,0.6062,0.652
17,94,291,0.2589,0.714
17,95,291,0.4186,0.832
17,96,291,0.0698,0.898
17,97,292,0.0667,0.173
17,98,292,0.3907,0.292
17,99,292,0.0682,0.416
17,100,292,0.4496,0.537
17,101,292,0.4341,0.659
17,102,292,0.5969,0.78
17,103,292,0.5209,0.84
17,104,292,0.0667,0.899
17,105,293,0.0698,0.056
17,106,293,0.0698,0.116
17,107,293,0.507,0.238
17,108,293,0.6543,0.297
17,109,293,0.7798,0.357
17,110,293,0.7039,0.478
17,111,293,0.0682,0.539
18,1,293,0.0698,0.722
18,2,293,0.2186,0.84
18,3,293,0.7783,0.902
18,4,293,0.0682,0.899
18,5,294,0.4155,0.108
18,6,294,0.1364,0.17
18,7,294,0.9302,0.29
18,8,294,0.2713,0.289
18,9,294,0.0667,0.35
18,10,294,0.4946,0.468
18,11,294,0.5256,0.53
18,12,294,0.5907,0.591
18,13,294,0.2047,0.651
18,14,294,0.1783,0.772
18,15,294,0.0667,0.893
18,16,295,0.0651,0.111
18,17,295,0.4047,0.35
18,18,295,0.4636,0.531
18,19,295,0.6481,0.835
18,20,295,0.076,0.896
18,21,296,0.3457,0.235
18,22,296,0.3845,0.477
18,23,296,0.5938,0.535
18,24,296,0.9333,0.659
18,25,296,0.9349,0.718
18,26,296,0.6295,0.841
18,27,296,0.0651,0.901
18,28,297,0.7829,0.233
18,29,297,0.5426,0.413
18,30,297,0.1891,0.476
18,31,297,0.2341,0.661
18,32,297,0.5488,0.779
18,33,297,0.3612,0.842
18,34,297,0.0775,0.901
18,35,298,0.8543,0.113
18,36,298,0.5147,0.172
18,37,298,0.9302,0.291
18,38,298,0.1984,0.291
18,39,298,0.5876,0.414
18,40,298,0.8574,0.533
18,41,298,0.0651,0.531
18,42,298,0.2636,0.655
18,43,298,0.2791,0.715
18,44,298,0.4186,0.778
18,45,298,0.0651,0.896
18,46,299,0.4481,0.111
18,47,299,0.2031,0.173
18,48,299,0.5736,0.293
18,49,299,0.4667,0.475
18,50,299,0.5922,0.654
18,51,299,0.9349,0.777
18,52,299,0.3178,0.835
18,53,299,0.076,0.892
18,54,300,0.4667,0.108
18,55,300,0.4062,0.228
18,56,300,0.1302,0.351
18,57,300,0.1721,0.531
18,58,300,0.0651,0.653
18,59,300,0.7845,0.775
18,60,300,0.2558,0.835
18,61,300,0.0651,0.896
18,62,301,0.7752,0.107
18,63,301,0.7209,0.227
18,64,301,0.8093,0.29
18,65,301,0.4744,0.349
18,66,301,0.3984,0.412
18,67,301,0.7674,0.473
18,68,301,0.124,0.473
18,69,301,0.1287,0.532
18,70,301,0.9333,0.654
18,71,301,0.3798,0.717
18,72,301,0.6,0.778
18,73,301,0.5798,0.839
18,74,301,0.0698,0.898
18,75,302,0.1705,0.05
18,76,302,0.9318,0.169
18,77,302,0.386,0.292
18,78,302,0.138,0.352
18,79,302,0.2543,0.475
18,80,302,0.9302,0.595
18,81,302,0.9333,0.655
18,82,302,0.2093,0.834
18,83,302,0.0667,0.894
18,84,303,0.2248,0.054
18,85,303,0.938,0.11
18,86,303,0.7752,0.232
18,87,303,0.6527,0.293
18,88,303,0.4031,0.354
18,89,303,0.1426,0.355
18,90,303,0.755,0.475
18,91,303,0.1876,0.478
18,92,303,0.8589,0.535
18,93,303,0.5891,0.595
18,94,303,0.8744,0.715
18,95,303,0.7674,0.777
18,96,303,0.9349,0.896
18,97,303,0.0729,0.899
18,98,304,0.8729,0.119
18,99,304,0.7209,0.182
18,100,304,0.0667,0.179
18,101,304,0.8682,0.296
18,102,304,0.4109,0.357
18,103,304,0.8403,0.416
18,104,304,0.7163,0.477
18,105,304,0.2465,0.537
18,106,304,0.2667,0.597
18,107,304,0.1705,0.656
18,108,304,0.5891,0.717
18,109,304,0.1054,0.776
18,110,304,0.0636,0.895
19,1,305,0.7085,0.189
19,2,305,0.0729,0.188
19,3,305,0.4806,0.247
19,4,305,0.8388,0.366
19,5,305,0.2574,0.424
19,6,305,0.2636,0.482
19,7,305,0.9364,0.598
19,8,305,0.2853,0.657
19,9,305,0.8403,0.776
19,10,305,0.3426,0.835
19,11,305,0.0729,0.897
19,12,306,0.0667,0.057
19,13,306,0.3457,0.116
19,14,306,0.6078,0.177
19,15,306,0.6527,0.234
19,16,306,0.5318,0.293
19,17,306,0.2016,0.357
19,18,306,0.3845,0.416
19,19,306,0.3814,0.479
19,20,306,0.2915,0.534
19,21,306,0.4667,0.658
19,22,306,0.6512,0.716
19,23,306,0.0667,0.778
19,24,306,0.0667,0.841
19,25,306,0.0651,0.9
19,26,307,0.0698,0.12
19,27,307,0.8698,0.239
19,28,307,0.7814,0.296
19,29,307,0.7178,0.355
19,30,307,0.8744,0.417
19,31,307,0.5163,0.477
19,32,307,0.7364,0.535
19,33,307,0.6744,0.596
19,34,307,0.6636,0.654
19,35,307,0.3519,0.716
19,36,307,0.4264,0.775
19,37,307,0.2062,0.834
19,38,307,0.0698,0.898
19,39,308,0.9333,0.11
19,40,308,0.1612,0.109
19,41,308,0.3426,0.17
19,42,308,0.1612,0.232
19,43,308,0.8574,0.351
19,44,308,0.8295,0.413
19,45,308,0.555,0.472
19,46,308,0.138,0.533
19,47,308,0.0651,0.593
19,48,308,0.4853,0.714
19,49,308,0.0651,0.774
19,50,308,0.0636,0.834
19,51,308,0.0636,0.895
19,52,309,0.2636,0.051
19,53,309,0.6217,0.111
19,54,309,0.4775,0.171
19,55,309,0.4791,0.232
19,56,309,0.6186,0.292
19,57,309,0.2744,0.291
19,58,309,0.3659,0.474
19,59,309,0.9364,0.594
19,60,309,0.6527,0.653
19,61,309,0.5256,0.714
19,62,309,0.4636,0.773
19,63,309,0.6527,0.837
19,64,309,0.0698,0.897
19,65,310,0.6264,0.108
19,66,310,0.7566,0.17
19,67,310,0.7023,0.231
19,68,310,0.4155,0.29
19,69,310,0.3907,0.352
19,70,310,0.6713,0.414
19,71,310,0.7209,0.477
19,72,310,0.7922,0.536
19,73,310,0.1209,0.595
19,74,310,0.1798,0.656
19,75,310,0.6868,0.838
19,76,310,0.0713,0.898
19,77,311,0.9395,0.112
19,78,311,0.2326,0.112
19,79,311,0.1969,0.172
19,80,311,0.6031,0.233
19,81,311,0.6698,0.291
19,82,311,0.7426,0.354
19,83,311,0.7814,0.413
19,84,311,0.0667,0.413
19,85,311,0.3395,0.474
19,86,311,0.6884,0.532
19,87,311,0.6853,0.594
19,88,311,0.1628,0.592
19,89,311,0.6698,0.655
19,90,311,0.3984,0.713
19,91,311,0.938,0.776
19,92,311,0.3519,0.776
19,93,311,0.276,0.836
19,94,311,0.7054,0.896
19,95,311,0.0713,0.897
19,96,312,0.7349,0.108
19,97,312,0.4109,0.168
19,98,312,0.0636,0.227
20,1,312,0.8558,0.411
20,2,312,0.2837,0.411
20,3,312,0.7566,0.473
20,4,312,0.0651,0.472
20,5,312,0.4853,0.531
20,6,312,0.3535,0.59
20,7,312,0.5907,0.653
20,8,312,0.7953,0.716
20,9,312,0.2574,0.713
20,10,312,0.5349,0.832
20,11,312,0.0667,0.835
20,12,312,0.0651,0.895
20,13,313,0.4791,0.052
20,14,313,0.3829,0.112
20,15,313,0.2806,0.172
20,16,313,0.2496,0.229
20,17,313,0.6279,0.292
20,18,313,0.2171,0.353
20,19,313,0.8047,0.414
20,20,313,0.2481,0.414
20,21,313,0.2853,0.473
20,22,313,0.1674,0.534
20,23,313,0.6496,0.595
20,24,313,0.155,0.595
20,25,313,0.6217,0.657
20,26,313,0.3333,0.659
20,27,313,0.845,0.718
20,28,313,0.6031,0.718
20,29,313,0.1566,0.716
20,30,313,0.862,0.778
20,31,313,0.5581,0.779
20,32,313,0.2419,0.776
20,33,313,0.8543,0.839
20,34,313,0.5674,0.838
20,35,313,0.1891,0.836
20,36,313,0.5907,0.9
20,37,313,0.0744,0.897
20,38,314,0.5008,0.05
20,39,314,0.3705,0.175
20,40,314,0.0636,0.346
20,41,314,0.6186,0.415
20,42,314,0.7938,0.474
20,43,314,0.3225,0.474
20,44,314,0.5891,0.535
20,45,314,0.7395,0.594
20,46,314,0.9318,0.655
20,47,314,0.8202,0.776
20,48,314,0.845,0.836
20,49,314,0.3876,0.835
20,50,314,0.5411,0.894
20,51,314,0.0682,0.892
20,52,315,0.0682,0.052
20,53,315,0.1411,0.17
20,54,315,0.169,0.233
20,55,315,0.1488,0.293
20,56,315,0.3984,0.351
20,57,315,0.4806,0.413
20,58,315,0.8512,0.533
20,59,315,0.9364,0.594
20,60,315,0.262,0.59
20,61,315,0.5845,0.715
20,62,315,0.8124,0.776
20,63,315,0.1783,0.836
20,64,315,0.0729,0.897
20,65,316,0.1333,0.051
20,66,316,0.9318,0.17
20,67,316,0.3705,0.17
20,68,316,0.769,0.233
20,69,316,0.338,0.29
20,70,316,0.4806,0.353
20,71,316,0.6,0.533
20,72,316,0.7457,0.657
20,73,316,0.4124,0.72
20,74,316,0.3628,0.779
20,75,316,0.2341,0.839
20,76,316,0.0651,0.901
20,77,317,0.3116,0.108
20,78,317,0.3721,0.171
20,79,317,0.7845,0.233
20,80,317,0.1395,0.291
20,81,317,0.3814,0.414
20,82,317,0.4326,0.475
20,83,317,0.6915,0.538
20,84,317,0.7597,0.597
20,85,317,0.7938,0.66
20,86,317,0.8124,0.84
20,87,317,0.0713,0.897
20,88,318,0.6419,0.111
20,89,318,0.5364,0.172
20,90,318,0.8512,0.296
20,91,318,0.9333,0.354
20,92,318,0.3194,0.353
20,93,318,0.6915,0.41
20,94,318,0.8481,0.534
20,95,318,0.2946,0.533
20,96,318,0.2047,0.658
20,97,318,0.1628,0.836
20,98,318,0.0636,0.894
20,99,319,0.7953,0.115
20,100,319,0.9364,0.175
20,101,319,0.1953,0.172
20,102,319,0.2977,0.231
20,103,319,0.5473,0.293
20,104,319,0.3953,0.354
20,105,319,0.5519,0.415
20,106,319,0.0698,0.413
20,107,319,0.4651,0.475
20,108,319,0.9364,0.596
20,109,319,0.8667,0.658
20,110,319,0.8682,0.716
20,111,319,0.7628,0.778
20,112,319,0.5628,0.837
20,113,319,0.0713,0.895
20,114,320,0.2372,0.116
20,115,320,0.2171,0.174
20,116,320,0.9349,0.297
20,117,320,0.6264,0.355
20,118,320,0.0667,0.356
20,119,320,0.3752,0.415
20,120,320,0.8124,0.535
20,121,320,0.0667,0.594
20,122,320,0.369,0.652
20,123,320,0.3163,0.775
20,124,320,0.8403,0.897
20,125,320,0.0682,0.894
20,126,321,0.1674,0.056
20,127,321,0.8558,0.178
20,128,321,0.2186,0.234
20,129,321,0.2791,0.296
20,130,321,0.1256,0.414
20,131,321,0.3829,0.534
20,132,321,0.938,0.659
20,133,321,0.6605,0.717
20,134,321,0.5597,0.836
20,135,321,0.076,0.898
21,1,322,0.0667,0.187
21,2,322,0.814,0.31
21,3,322,0.7721,0.42
21,4,322,0.586,0.485
21,5,322,0.9333,0.6
21,6,322,0.9349,0.661
21,7,322,0.3891,0.72
21,8,322,0.293,0.777
21,9,322,0.0651,0.834
21,10,322,0.0682,0.896
21,11,323,0.7612,0.111
21,12,323,0.0729,0.109
21,13,323,0.8233,0.23
21,14,323,0.3178,0.23
21,15,323,0.2465,0.291
21,16,323,0.4047,0.353
21,17,323,0.3349,0.41
21,18,323,0.938,0.533
21,19,323,0.4496,0.591
21,20,323,0.7674,0.652
21,21,323,0.938,0.712
21,22,323,0.7504,0.775
21,23,323,0.1256,0.773
21,24,323,0.0713,0.897
21,25,324,0.6853,0.113
21,26,324,0.5364,0.171
21,27,324,0.614,0.232
21,28,324,0.0605,0.294
21,29,324,0.3736,0.413
21,30,324,0.338,0.53
21,31,324,0.7984,0.654
21,32,324,0.6884,0.716
21,33,324,0.4667,0.778
21,34,324,0.3442,0.833
21,35,324,0.0651,0.892
21,36,325,0.6481,0.17
21,37,325,0.524,0.234
21,38,325,0.538,0.294
21,39,325,0.6682,0.415
21,40,325,0.3023,0.476
21,41,325,0.7101,0.593
21,42,325,0.1147,0.657
21,43,325,0.355,0.774
21,44,325,0.0744,0.894
21,45,326,0.7209,0.116
21,46,326,0.2961,0.176
21,47,326,0.9318,0.357
21,48,326,0.7581,0.414
21,49,326,0.6341,0.478
21,50,326,0.7984,0.537
21,51,326,0.7535,0.598
21,52,326,0.6667,0.657
21,53,326,0.0667,0.659
21,54,326,0.1349,0.72
21,55,326,0.4434,0.778
21,56,326,0.9318,0.899
21,57,326,0.0682,0.902
21,58,327,0.938,0.116
21,59,327,0.0713,0.114
21,60,327,0.2899,0.177
21,61,327,0.355,0.236
21,62,327,0.5209,0.299
21,63,327,0.2899,0.357
21,64,327,0.2992,0.417
21,65,327,0.1736,0.477
21,66,327,0.8202,0.599
21,67,327,0.7674,0.66
21,68,327,0.7891,0.72
21,69,327,0.0682,0.72
21,70,327,0.2465,0.781
21,71,327,0.2,0.841
21,72,327,0.0713,0.901
21,73,328,0.7984,0.175
21,74,328,0.7907,0.295
21,75,328,0.9318,0.355
21,76,328,0.3628,0.415
21,77,328,0.8124,0.536
21,78,328,0.0636,0.6
21,79,328,0.0651,0.716
21,80,328,0.6217,0.839
21,81,328,0.0636,0.898
21,82,329,0.3209,0.116
21,83,329,0.0698,0.174
21,84,329,0.0729,0.296
21,85,329,0.9364,0.417
21,86,329,0.938,0.479
21,87,329,0.4915,0.6
21,88,329,0.245,0.661
21,89,329,0.938,0.782
21,90,329,0.0729,0.901
21,91,330,0.2512,0.11
21,92,330,0.0651,0.172
21,93,330,0.0651,0.23
21,94,330,0.4186,0.352
21,95,330,0.4062,0.412
21,96,330,0.0667,0.474
21,97,330,0.7333,0.655
21,98,330,0.2295,0.715
21,99,330,0.0636,0.773
21,100,330,0.2186,0.835
21,101,330,0.0682,0.896
21,102,331,0.7798,0.109
21,103,331,0.938,0.224
21,104,331,0.938,0.344
21,105,331,0.4248,0.404
21,106,331,0.6605,0.462
21,107,331,0.938,0.522
21,108,331,0.5504,0.58
21,109,331,0.0682,0.641
21,110,331,0.9333,0.756
21,111,331,0.1271,0.756
21,112,331,0.0667,0.816
22,1,332,0.8124,0.18
22,2,332,0.9333,0.361
22,3,332,0.6899,0.419
22,4,332,0.5101,0.479
22,5,332,0.0667,0.897
22,6,333,0.9364,0.113
22,7,333,0.8403,0.173
22,8,333,0.7101,0.232
22,9,333,0.1659,0.293
22,10,333,0.231,0.351
22,11,333,0.6605,0.532
22,12,333,0.2279,0.591
22,13,333,0.0682,0.652
22,14,333,0.2109,0.77
22,15,333,0.0744,0.892
22,16,334,0.9318,0.113
22,17,334,0.2915,0.226
22,18,334,0.5318,0.473
22,19,334,0.4899,0.593
22,20,334,0.7938,0.656
22,21,334,0.3411,0.653
22,22,334,0.9333,0.777
22,23,334,0.0713,0.891
22,24,335,0.938,0.109
22,25,335,0.0698,0.23
22,26,335,0.8,0.413
22,27,335,0.2248,0.474
22,28,335,0.6465,0.653
22,29,335,0.2512,0.719
22,30,335,0.0775,0.898
22,31,336,0.9333,0.171
22,32,336,0.9349,0.231
22,33,336,0.7984,0.292
22,34,336,0.4341,0.41
22,35,336,0.6775,0.532
22,36,336,0.5752,0.709
22,37,336,0.245,0.831
22,38,336,0.0636,0.888
22,39,337,0.8202,0.112
22,40,337,0.8388,0.352
22,41,337,0.5953,0.475
22,42,337,0.4899,0.536
22,43,337,0.0698,0.534
22,44,337,0.3829,0.653
22,45,337,0.4388,0.777
22,46,337,0.0729,0.896
22,47,338,0.2915,0.12
22,48,338,0.9333,0.238
22,49,338,0.2078,0.239
22,50,338,0.0682,0.297
22,51,338,0.9318,0.418
22,52,338,0.1721,0.535
22,53,338,0.1752,0.658
22,54,338,0.7891,0.836
22,55,338,0.0698,0.896
22,56,339,0.2915,0.116
22,57,339,0.0698,0.176
22,58,339,0.7349,0.356
22,59,339,0.5783,0.412
22,60,339,0.6884,0.534
22,61,339,0.9395,0.653
22,62,339,0.0698,0.716
22,63,339,0.3752,0.835
22,64,339,0.0713,0.895
22,65,340,0.4791,0.173
22,66,340,0.0636,0.232
22,67,340,0.0651,0.353
22,68,340,0.2496,0.412
22,69,340,0.0667,0.476
22,70,340,0.3705,0.595
22,71,340,0.769,0.716
22,72,340,0.0682,0.898
22,73,341,0.6093,0.223
22,74,341,0.6171,0.287
22,75,341,0.1504,0.352
22,76,341,0.0682,0.408
22,77,341,0.0713,0.527
22,78,341,0.0698,0.819
23,1,342,0.6357,0.114
23,2,342,0.0667,0.114
23,3,342,0.3798,0.172
23,4,342,0.8047,0.233
23,5,342,0.2,0.232
23,6,342,0.0651,0.294
23,7,342,0.2279,0.354
23,8,342,0.4667,0.412
23,9,342,0.7736,0.472
23,10,342,0.355,0.471
23,11,342,0.4884,0.532
23,12,342,0.6884,0.592
23,13,342,0.1054,0.593
23,14,342,0.3705,0.769
23,15,342,0.8109,0.831
23,16,342,0.1829,0.832
23,17,342,0.0667,0.891
23,18,343,0.7411,0.115
23,19,343,0.3581,0.176
23,20,343,0.2651,0.233
23,21,343,0.7132,0.354
23,22,343,0.1798,0.354
23,23,343,0.6698,0.473
23,24,343,0.2512,0.591
23,25,343,0.3132,0.653
23,26,343,0.6946,0.713
23,27,343,0.0698,0.895
23,28,344,0.645,0.11
23,29,344,0.8062,0.173
23,30,344,0.1891,0.171
23,31,344,0.5845,0.229
23,32,344,0.3612,0.292
23,33,344,0.8062,0.472
23,34,344,0.9318,0.532
23,35,344,0.0574,0.53
23,36,344,0.4109,0.593
23,37,344,0.3101,0.655
23,38,344,0.1938,0.714
23,39,344,0.6171,0.776
23,40,344,0.0651,0.777
23,41,344,0.7643,0.895
23,42,344,0.0698,0.896
23,43,345,0.4031,0.056
23,44,345,0.445,0.175
23,45,345,0.4729,0.236
23,46,345,0.4977,0.297
23,47,345,0.6047,0.356
23,48,345,0.9349,0.416
23,49,345,0.1798,0.415
23,50,345,0.938,0.534
23,51,345,0.7287,0.597
23,52,345,0.8341,0.657
23,53,345,0.8326,0.717
23,54,345,0.3054,0.715
23,55,345,0.5907,0.775
23,56,345,0.9364,0.836
23,57,345,0.2512,0.836
23,58,345,0.6093,0.899
23,59,345,0.0713,0.896
23,60,346,0.0667,0.051
23,61,346,0.2419,0.11
23,62,346,0.0651,0.17
23,63,346,0.8202,0.295
23,64,346,0.938,0.353
23,65,346,0.3023,0.353
23,66,346,0.2341,0.415
23,67,346,0.6465,0.474
23,68,346,0.6682,0.535
23,69,346,0.9349,0.596
23,70,346,0.8062,0.659
23,71,346,0.6496,0.777
23,72,346,0.6667,0.84
23,73,346,0.0667,0.837
23,74,346,0.0667,0.897
23,75,347,0.7845,0.115
23,76,347,0.7287,0.176
23,77,347,0.6326,0.238
23,78,347,0.4868,0.295
23,79,347,0.6915,0.356
23,80,347,0.4171,0.415
23,81,347,0.7566,0.477
23,82,347,0.8016,0.538
23,83,347,0.5705,0.598
23,84,347,0.6171,0.659
23,85,347,0.938,0.717
23,86,347,0.9411,0.783
23,87,347,0.2589,0.779
23,88,347,0.7085,0.902
23,89,347,0.0682,0.9
23,90,348,0.3814,0.052
23,91,348,0.1504,0.172
23,92,348,0.2016,0.233
23,93,348,0.5473,0.294
23,94,348,0.7659,0.355
23,95,348,0.0667,0.353
23,96,348,0.0667,0.413
23,97,348,0.2543,0.474
23,98,348,0.662,0.532
23,99,348,0.814,0.594
23,100,348,0.2031,0.652
23,101,348,0.0667,0.714
23,102,348,0.1705,0.774
23,103,348,0.7922,0.896
23,104,348,0.0682,0.895
23,105,349,0.1411,0.049
23,106,349,0.1349,0.11
23,107,349,0.324,0.172
23,108,349,0.7287,0.232
23,109,349,0.2434,0.29
23,110,349,0.0713,0.35
23,111,349,0.1287,0.41
23,112,349,0.4047,0.468
23,113,349,0.6388,0.528
23,114,349,0.7039,0.586
23,115,349,0.6775,0.647
23,116,349,0.4791,0.709
23,117,349,0.769,0.825
23,118,349,0.0682,0.825
24,1,350,0.9364,0.174
24,2,350,0.5039,0.292
24,3,350,0.8016,0.412
24,4,350,0.8031,0.53
24,5,350,0.8434,0.592
24,6,350,0.0651,0.65
24,7,350,0.1612,0.71
24,8,350,0.9333,0.83
24,9,350,0.0667,0.83
24,10,350,0.0667,0.892
24,11,351,0.5194,0.18
24,12,351,0.1395,0.236
24,13,351,0.5829,0.358
24,14,351,0.0698,0.418
24,15,351,0.369,0.538
24,16,351,0.9364,0.657
24,17,351,0.0713,0.657
24,18,351,0.2372,0.717
24,19,351,0.1566,0.838
24,20,351,0.0729,0.898
24,21,352,0.5039,0.232
24,22,352,0.6682,0.417
